名稱,類別,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明
植物膀臂,魔導具,90,70,stats,accuracy,30,,
,,,,,element_earth,1,,
,,,,,additional_meele,100,,
,,,,,additional_magic,50,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,125,,
,,,,,item_difficulty,130,,
,,,,,cost,650,,
,,,,,potential,36,,
,,,,,materials,"青色光淚#5,科隆的大葉子#30,藥品#300,魔素#25",,
稜鏡之環（暗）,魔導具,99,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,cspd,100%,,
,,,,,element_dark,1,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (紫),,
,,,,,map,眾神之殿．第4區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (紫),,
,,,,,map,眾神之殿．特殊神域,,
稜鏡之環（地）,魔導具,99,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,cspd,100%,,
,,,,,element_earth,1,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (黃),,
,,,,,map,眾神之殿．造物神域,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (黃),,
,,,,,map,眾神之殿．第4區,,
稜鏡之環（火）,魔導具,99,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,cspd,100%,,
,,,,,element_fire,1,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (紅),,
,,,,,map,眾神之殿．第3區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (紅),,
,,,,,map,眾神之殿．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (紅),,
,,,,,map,"眾神之殿．第1區 ",,
稜鏡之環（光）,魔導具,99,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,cspd,100%,,
,,,,,element_light,1,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (白),,
,,,,,map,異端迴廊,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (白),,
,,,,,map,眾神之殿．第4區,,
稜鏡之環（水）,魔導具,99,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,cspd,100%,,
,,,,,element_water,1,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (藍),,
,,,,,map,眾神之殿．第3區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (藍),,
,,,,,map,眾神之殿．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (藍),,
,,,,,map,"眾神之殿．第1區 ",,
稜鏡之環（風）,魔導具,99,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,cspd,100%,,
,,,,,element_wind,1,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (綠),,
,,,,,map,眾神之殿．第3區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (綠),,
,,,,,map,眾神之殿．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,天使泡泡 (綠),,
,,,,,map,"眾神之殿．第1區 ",,
魅力蝴蝶結,魔導具,-,,obtain,type,boss,,
,,,,,name,葛雷普斯,,
,,,,,map,悠爾高原,,
,,,,,dye,A12B19C51,,
魅力蝴蝶結,魔導具,20,80,stats,natural_mp_regen,30%,,
,,,,,max_mp,300,,
,,,,,attack_mp_recovery,3,,
,,,,obtain,type,mobs,,
,,,,,name,受詛咒的鐘,,
,,,,,map,魔法廢棄物處理廠．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,受詛咒的鐘,,
,,,,,map,魔法廢棄物處理廠．第3區,,
櫻花燈翼,魔導具,110,70,stats,aspd,1000,,
,,,,,cspd,250,,
,,,,,stronger_against_earth,25,,
,,,,,aliment_resistance,5,,
,,,,,element_earth,1,,
,,,,,attack_mp_recovery,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"櫻雲輝石#25,墨色櫻樹枝#1,櫻花瓣#1,魔素#30",,
櫻花羽翼,魔導具,33,70,stats,max_mp,100,,
,,,,,atk,1%,,
,,,,,matk,1%,,
,,,,,aliment_resistance,15,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"櫻花寶石#50,折斷的櫻樹枝#1,櫻色水晶片#1,魔素#10",,
櫻花羽翼,魔導具,33,70,stats,max_mp,200,,
,,,,,atk,4%,,
,,,,,matk,4%,,
,,,,,aliment_resistance,30,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,3,,
,,,,,weapon_atk,150,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Nightmare),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A?B?,,
超．孔雀魔裝,魔導具,220,70,stats,aspd,500,,
,,,,,cspd,500,,
,,,,,stronger_against_dark,25,,
,,,,,aggro,100,,
,,,,,element_dark,1,,
,,,,obtain,type,mini_boss,,
,,,,,name,超級病死菇,,
,,,,,map,怪物之森．野獸小徑,,
情人心翼,魔導具,27,90,stats,aspd,350,,
,,,,,water_resistance,-15,,
,,,,,element_fire,1,,
,,,,,attack_mp_recovery,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,40,,
,,,,,potential,?,,
,,,,,materials,"巧克力碎片#10,神秘可可#4,魔素#40",,
生命之核,魔導具,27,70,stats,max_hp,5%,,
,,,,,stability,5,,
,,,,,def,5%,,
,,,,,physical_resistance,5,,
,,,,,element_water,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,45,,
,,,,,item_difficulty,50,,
,,,,,cost,500,,
,,,,,potential,23,,
,,,,,materials,"魔導鎧甲碎片#4,盧恩石#1,新月魔石#5,魔素#500",,
生命之核,魔導具,27,70,stats,max_hp,10%,,
,,,,,stability,10,,
,,,,,def,10%,,
,,,,,physical_resistance,10,,
,,,,,element_water,1,,
,,,,obtain,type,boss,,
,,,,,name,馬維茲,,
,,,,,map,新月鬼殿．內室,,
神樂戰使魔裝,魔導具,145,60,stats,int,3%,,
,,,,,max_hp,3000,,
,,,,,matk,6%,,
,,,,,magic_pierce,12,,
,,,,,cspd,100,,
,,,,,element_light,1,,
,,,,,magical_barrier,3000,,
,,,,obtain,type,boss,,
,,,,,name,馬爾杜拉,,
,,,,,map,眾神之殿．恩澤神殿,,
媽媽的視線,魔導具,-,,obtain,type,boss,,
,,,,,name,八代紅豆媽 (Lv30),,
,,,,,map,活動,,
媽媽的視線 II,魔導具,-,,obtain,type,boss,,
,,,,,name,八代紅豆媽 (Lv60),,
,,,,,map,活動,,
媽媽的視線 III,魔導具,100,80,stats,max_hp,20%,,
,,,,,stronger_against_fire,20,,
,,,,,stronger_against_water,20,,
,,,,,stronger_against_wind,20,,
,,,,,stronger_against_earth,20,,
,,,,,stronger_against_light,20,,
,,,,,stronger_against_dark,20,,
,,,,,aggro,-20,,
,,,,obtain,type,boss,,
,,,,,name,八代紅豆媽 (Lv150),,
,,,,,map,活動,,
渦輪旋風,魔導具,17,70,stats,matk,1%,,
,,,,,element_wind,1,,
,,,,,short_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,30,,
,,,,,cost,150,,
,,,,,potential,19,,
,,,,,materials,"微風結晶#5,芳香木材#20,魔素#30,金屬#45",,
渦輪旋風,魔導具,17,70,stats,matk,1%,,
,,,,,element_wind,1,,
,,,,obtain,type,mobs,,
,,,,,name,惡魔之書,,
,,,,,map,斯卡羅街區．第2區,,
火神之怒,魔導具,80,60,stats,max_mp,500,,
,,,,,physical_resistance,12,,
,,,,,fire_resistance,6,,
,,,,,earth_resistance,16,,
,,,,,element_fire,1,,
,,,,obtain,type,boss,,
,,,,,name,合成魔獸,,
,,,,,map,灼燒地溝．最深處,,
火神之怒,魔導具,80,60,stats,max_mp,500,,
,,,,,physical_resistance,24,,
,,,,,fire_resistance,12,,
,,,,,earth_resistance,8,,
,,,,,element_fire,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,105,,
,,,,,item_difficulty,100,,
,,,,,cost,1100,,
,,,,,potential,32,,
,,,,,materials,"灼熱心臟#1,合成魔獸的機械腳#3,金屬#600,魔素#500",,
1周年盾牌,盾牌,0,,stats,vit,1%,,
,,,,,guard_power,24,,
,,,,,guard_rate,8,,
,,,,,aggro,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,1周年銅牌#20,,
1周年盾牌 II,盾牌,5,,stats,vit,2%,,
,,,,,guard_power,27,,
,,,,,guard_rate,9,,
,,,,,aggro,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,1周年銀牌#20,,
1周年盾牌 III,盾牌,10,,stats,vit,3%,,
,,,,,guard_power,30,,
,,,,,guard_rate,10,,
,,,,,aggro,9,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,1周年金牌#20,,
2周年盾牌,盾牌,0,,stats,vit,1%,,
,,,,,guard_power,24,,
,,,,,guard_rate,8,,
,,,,,aggro,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,2周年銅牌#20,,
2周年盾牌 II,盾牌,5,,stats,vit,2%,,
,,,,,guard_power,27,,
,,,,,guard_rate,9,,
,,,,,aggro,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,2周年銀牌#20,,
2周年盾牌 III,盾牌,10,,stats,vit,3%,,
,,,,,guard_power,30,,
,,,,,guard_rate,10,,
,,,,,aggro,9,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,2周年金牌#20,,
2周年盾牌 IV,盾牌,16,,stats,vit,4%,,
,,,,,guard_power,33,,
,,,,,guard_rate,11,,
,,,,,aggro,12,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"2周年銀牌．波姆#20,金屬#100",,
2周年盾牌 V,盾牌,22,,stats,vit,5%,,
,,,,,guard_power,36,,
,,,,,guard_rate,12,,
,,,,,aggro,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,4000,,
,,,,,potential,?,,
,,,,,materials,"2周年金牌．波姆#20,金屬#200",,
3周年盾牌,盾牌,0,,stats,vit,1%,,
,,,,,guard_power,24,,
,,,,,guard_rate,8,,
,,,,,aggro,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,3周年銅牌#20,,
3周年盾牌 II,盾牌,5,,stats,vit,2%,,
,,,,,guard_power,27,,
,,,,,guard_rate,9,,
,,,,,aggro,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,3周年銀牌#20,,
3周年盾牌 III,盾牌,10,,stats,vit,3%,,
,,,,,guard_power,30,,
,,,,,guard_rate,10,,
,,,,,aggro,9,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,75,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,3周年金牌#20,,
3周年盾牌 IV,盾牌,16,,stats,vit,4%,,
,,,,,guard_power,33,,
,,,,,guard_rate,11,,
,,,,,aggro,12,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,100,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"3周年獎牌．波姆#20,金屬#100",,
3周年盾牌 V,盾牌,22,,stats,vit,5%,,
,,,,,guard_power,36,,
,,,,,guard_rate,12,,
,,,,,aggro,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,125,,
,,,,,cost,3000,,
,,,,,potential,?,,
,,,,,materials,"3周年銅牌．波姆#20,金屬#150",,
3周年盾牌 VI,盾牌,30,,stats,vit,5%,,
,,,,,guard_power,38,,
,,,,,guard_rate,13,,
,,,,,aggro,18,,
,,,,,fractional_barrier,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,110,,
,,,,,item_difficulty,140,,
,,,,,cost,4000,,
,,,,,potential,?,,
,,,,,materials,"3周年銀牌．波姆#20,金屬#200",,
3周年盾牌 VII,盾牌,36,,stats,vit,5%,,
,,,,,guard_power,38,,
,,,,,guard_rate,13,,
,,,,,aggro,21,,
,,,,,fractional_barrier,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,130,,
,,,,,item_difficulty,155,,
,,,,,cost,5000,,
,,,,,potential,?,,
,,,,,materials,"3周年金牌．波姆#20,金屬#250",,
阿爾貝羅盾,盾牌,7,,stats,vit,2%,,
,,,,,max_hp,200,,
,,,,,guard_power,18,,
,,,,,guard_rate,18,,
,,,,obtain,type,mobs,,
,,,,,name,水母,,
,,,,,map,堤奧斯丘陵,,
,,,,obtain,type,mobs,,
,,,,,name,水母,,
,,,,,map,堤奧斯丘陵．濕地,,
阿爾貝羅盾,盾牌,7,,stats,vit,3%,,
,,,,,max_hp,300,,
,,,,,guard_power,18,,
,,,,,guard_rate,18,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,300,,
,,,,,potential,?,,
,,,,,materials,"破碎的鋼鐵帽#6,柔軟的小樹枝#30,木材#100,金屬#50",,
虛狂黑盾,盾牌,11,,stats,critical_damage,4,,
,,,,,guard_power,10,,
,,,,,guard_rate,32,,
,,,,,neutral_resistance,25,,
,,,,obtain,type,boss,,
,,,,,name,虛假黑騎士,,
,,,,,map,彼岸黃泉．最深處,,
虛狂黑盾,盾牌,11,,stats,critical_damage,2,,
,,,,,guard_power,10,,
,,,,,guard_rate,32,,
,,,,,neutral_resistance,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,800,,
,,,,,potential,?,,
,,,,,materials,"虛假的邪氣#2,碎裂的魔鎧#6,金屬#500,獸品#250",,
圓盾,盾牌,0,,stats,max_hp,30,,
,,,,,guard_power,15,,
,,,,,guard_rate,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,5,,
,,,,,potential,?,,
,,,,,materials,"動物的皮#15,布料#3",,
圓盾,盾牌,0,,stats,guard_power,15,,
,,,,,guard_rate,15,,
,,,,obtain,type,mobs,,
,,,,,name,布蘭達,,
,,,,,map,規劃中地區,,
防彈盾牌,盾牌,25,,stats,guard_power,19,,
,,,,,guard_rate,30,,
,,,,,reduce_dmg_bullet,10,,
,,,,,reduce_dmg_floor,10%,,
,,,,obtain,type,mobs,,
,,,,,name,死眼機兵,,
,,,,,map,阿爾堤玫亞街道．屋頂,,
,,,,obtain,type,mobs,,
,,,,,name,死眼機兵,,
,,,,,map,多洛馬廣場附近．第1區,,
防彈盾牌,盾牌,25,,stats,guard_power,19,,
,,,,,guard_rate,30,,
,,,,,reduce_dmg_bullet,12,,
,,,,,reduce_dmg_floor,12%,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,600,,
,,,,,potential,?,,
,,,,,materials,"巨大甲殼#30,巨大鐵輪#30,金屬#200,布料#100",,
蛋糕盾,盾牌,0,,stats,max_hp,250,,
,,,,,guard_power,10,,
,,,,,guard_rate,10,,
,,,,,attack_mp_recovery,1,,
,,,,,neutral_resistance,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,"起司蛋糕#1,水果蛋糕#1,巧克力蛋糕#1,冰淇淋蛋糕#1",,
棺材盾,盾牌,10,,stats,matk,30,,
,,,,,dark_resistance,15,,
,,,,,guard_power,20,,
,,,,,guard_rate,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,南瓜鑽石#10,,
十字盾,盾牌,10,,stats,physical_resistance,6,,
,,,,,magic_resistance,2,,
,,,,,guard_power,19,,
,,,,,guard_rate,19,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,400,,
,,,,,potential,?,,
,,,,,materials,"光澤肌膚#35,光亮粉末#22,金屬#150,木材#50",,
十字盾,盾牌,10,,stats,physical_resistance,3,,
,,,,,magic_resistance,1,,
,,,,,guard_power,19,,
,,,,,guard_rate,19,,
,,,,obtain,type,mobs,,
,,,,,name,鏽蝕騎士,,
,,,,,map,暗之荒野,,
暗將盾牌,盾牌,20,,stats,vit,2%,,
,,,,,dark_resistance,10,,
,,,,,guard_power,30,,
,,,,,guard_rate,14,,
,,,,,aggro,30,,
,,,,obtain,type,boss,,
,,,,,name,凝態戰將,,
,,,,,map,普原生素體．最深處,,
暗將盾牌,盾牌,20,,stats,vit,3%,,
,,,,,dark_resistance,10,,
,,,,,guard_power,30,,
,,,,,guard_rate,14,,
,,,,,aggro,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,"凝態戰將的頭盔#1,高純度魔結晶#1,金屬#500,獸品#500",,
艾路芬戰盾,盾牌,30,,stats,dodge,5%,,
,,,,,guard_power,30,,
,,,,,guard_rate,20,,
,,,,,neutral_resistance,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,650,,
,,,,,potential,?,,
,,,,,materials,"波多姆的上鰭#15,白樹木材#25,木材#250,金屬#75",,
艾路芬戰盾,盾牌,30,,stats,dodge,10%,,
,,,,,guard_power,30,,
,,,,,guard_rate,20,,
,,,,,neutral_resistance,5,,
,,,,obtain,type,mobs,,
,,,,,name,礦盔鼬鼠,,
,,,,,map,托魯巴斯草原,,
,,,,obtain,type,mobs,,
,,,,,name,礦盔鼬鼠,,
,,,,,map,塔納斯礦道．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,礦盔鼬鼠,,
,,,,,map,塔納斯礦道．第2區,,
誘補盾牌,盾牌,34,,stats,guard_power,31,,
,,,,,guard_rate,20,,
,,,,,aggro,30,,
,,,,,reduce_dmg_straight_line,5,,
,,,,obtain,type,mobs,,
,,,,,name,隱遁人偶,,
,,,,,map,異端迴廊,,
硬盾,盾牌,3,,stats,critical_rate,4,,
,,,,,guard_power,17,,
,,,,,guard_rate,17,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,200,,
,,,,,potential,?,,
,,,,,materials,"凹陷的鐵板#35,破爛的羊皮紙#15,木材#100",,
硬盾,盾牌,3,,stats,critical_rate,2,,
,,,,,guard_power,17,,
,,,,,guard_rate,17,,
,,,,obtain,type,mobs,,
,,,,,name,拉獺,,
,,,,,map,寇達象丘,,
勇者之盾（波姆）,盾牌,1,,stats,aliment_resistance,-10,,
,,,,,guard_power,20,,
,,,,,guard_rate,30,,
,,,,,aggro,25,,
,,,,,fractional_barrier,15,,
,,,,obtain,type,boss,,
,,,,,name,勇者波多姆 (10M DL),,
,,,,,map,索菲亞政廳,,
厚重大盾,盾牌,0,,stats,max_mp,10,,
,,,,,guard_power,32,,
,,,,,guard_rate,2,,
,,,,obtain,type,boss,,
,,,,,name,出土魔像,,
,,,,,map,淵底的遺跡．最深處,,
皇族之盾,盾牌,22,,stats,physical_resistance,-5,,
,,,,,magic_resistance,20,,
,,,,,guard_power,25,,
,,,,,guard_rate,16,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,550,,
,,,,,potential,?,,
,,,,,materials,"光滑甲殼#30,鋼鐵面具#5,金屬#250,木材#25",,
皇族之盾,盾牌,26,,stats,physical_resistance,-2,,
,,,,,magic_resistance,15,,
,,,,,guard_power,25,,
,,,,,guard_rate,16,,
,,,,obtain,type,mobs,,
,,,,,name,地底奈米可,,
,,,,,map,阿爾堤玫亞下水道．東南,,
藍晶盾,盾牌,14,,stats,critical_damage,2,,
,,,,,guard_power,15,,
,,,,,guard_rate,24,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,450,,
,,,,,potential,?,,
,,,,,materials,"防鏽油#10,漆黑的巨盾碎片 #25,金屬#125,獸品#100",,
藍晶盾,盾牌,14,,stats,critical_damage,1,,
,,,,,guard_power,15,,
,,,,,guard_rate,24,,
,,,,obtain,type,mobs,,
,,,,,name,鏽蝕大盾騎士,,
,,,,,map,暗之館．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,鏽蝕大盾騎士,,
,,,,,map,暗之館．第2區,,
鐵盾,盾牌,1,,stats,guard_power,13,,
,,,,,guard_rate,20,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,150,,
,,,,,potential,?,,
,,,,,materials,"鐵#1,混生石材#5,金屬#75",,
鐵盾,盾牌,1,,stats,guard_power,13,,
,,,,,guard_rate,20,,
,,,,obtain,type,mobs,,
,,,,,name,水魔,,
,,,,,map,泥黑爾沼澤,,
朱諾之盾,盾牌,1,,stats,wind_resistance,10,,
,,,,,guard_power,15,,
,,,,,guard_rate,10,,
,,,,,motion_speed,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,"紅色包裝緞帶#20,水滴碎片#10,金屬#30",,
朱諾之盾 II,盾牌,50,,stats,wind_resistance,15,,
,,,,,guard_power,25,,
,,,,,guard_rate,20,,
,,,,,motion_speed,3,,
,,,,obtain,type,boss,,
,,,,,name,愛利貝 (無糖),,
,,,,,map,馬雅蒂拉,,
騎士盾,盾牌,1,,stats,max_hp,90,,
,,,,,guard_power,22,,
,,,,,guard_rate,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"堅固的皮草#23,尼賽爾木材#2,布料#25,木材#25",,
騎士盾,盾牌,1,,stats,max_hp,30,,
,,,,,guard_power,22,,
,,,,,guard_rate,10,,
,,,,obtain,type,mobs,,
,,,,,name,守護神像,,
,,,,,map,廢棄的寺院．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,守護神像,,
,,,,,map,廢棄的寺院．第3區,,
,,,,obtain,type,quest,,
,,,,,name,修船人,,
,,,,,npc,霍夫,,
,,,,,map,索菲亞街道,,
輕質盾,盾牌,0,,stats,agi,2,,
,,,,,guard_power,5,,
,,,,,guard_rate,26,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,50,,
,,,,,potential,?,,
,,,,,materials,"小木材#20,布料#15,木材#15",,
輕質盾,盾牌,0,,stats,guard_power,5,,
,,,,,guard_rate,26,,
,,,,obtain,type,mobs,,
,,,,,name,戴帽科隆,,
,,,,,map,史多姆連通道,,
,,,,obtain,type,mobs,,
,,,,,name,戴帽科隆,,
,,,,,map,邁巴羅森林,,
皇女之盾,盾牌,40,,stats,accuracy,30,,
,,,,,guard_power,25,,
,,,,,guard_rate,25,,
,,,,,attack_mp_recovery,3,,
,,,,obtain,type,boss,,
,,,,,name,薇芮娜．寇珥連生體,,
,,,,,map,阿爾堤玫亞宮殿．皇座之殿,,
大理石堅盾,盾牌,9,,stats,guard_power,20,,
,,,,,guard_rate,20,,
,,,,,aggro,12,,
,,,,,attack_mp_recovery,3,,
,,,,obtain,type,boss,,
,,,,,name,石柱魔像,,
,,,,,map,消失的城鎮．結界前,,
大理石堅盾,盾牌,9,,stats,guard_power,20,,
,,,,,guard_rate,20,,
,,,,,aggro,24,,
,,,,,attack_mp_recovery,6,,
,,,,obtain,type,boss,,
,,,,,name,石柱魔像 (馬奇史東之路 2018),,
,,,,,map,活動,,
大理石堅盾,盾牌,9,,stats,guard_power,20,,
,,,,,guard_rate,20,,
,,,,,aggro,6,,
,,,,,attack_mp_recovery,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,700,,
,,,,,potential,?,,
,,,,,materials,"石柱兵的魔法燈#1,輝銅礦石#3,金屬#500,木材#200",,
曼特恩護盾,盾牌,0,,stats,max_hp,1000,,
,,,,,physical_barrier,1000,,
,,,,,magical_barrier,1000,,
,,,,,additional_meele,50,,
,,,,obtain,type,boss,,
,,,,,name,劍型曼特恩,,
,,,,,map,通地塔．入口,,
反光盾,盾牌,0,,stats,guard_power,5,,
,,,,,guard_rate,5,,
,,,,,evasion_rate,10,,
,,,,,aggro,5,,
,,,,obtain,type,mini_boss,,
,,,,,name,石動魔兵,,
,,,,,map,左茲達遺跡．異常空間,,
綠液之盾,盾牌,4,,stats,natural_hp_regen,10%,,
,,,,,magic_resistance,2,,
,,,,,guard_power,23,,
,,,,,guard_rate,15,,
,,,,obtain,type,boss,,
,,,,,name,黏液怪,,
,,,,,map,盧泰斯巨穴．最深處,,
綠液之盾,盾牌,4,,stats,natural_hp_regen,2%,,
,,,,,magic_resistance,1,,
,,,,,guard_power,23,,
,,,,,guard_rate,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,450,,
,,,,,potential,?,,
,,,,,materials,"翠綠輝石#1,螢光色湖沼水#25,獸品#350,魔素#100",,
綠液之盾,盾牌,4,,stats,natural_hp_regen,2%,,
,,,,,magic_resistance,4,,
,,,,,guard_power,15,,
,,,,,guard_rate,23,,
,,,,obtain,type,boss,,
,,,,,name,黏液怪 (馬奇史東之路 2016),,
,,,,,map,活動,,
方陣盾牌,盾牌,20,,stats,aggro,20,,
,,,,,physical_barrier,1500,,
,,,,,magical_barrier,1500,,
,,,,,barrier_cooldown,25,,
遺境盾,盾牌,3,,stats,physical_resistance,1,,
,,,,,accuracy,5,,
,,,,,guard_power,15,,
,,,,,guard_rate,22,,
,,,,obtain,type,boss,,
,,,,,name,遺跡魔像,,
,,,,,map,左茲達遺跡．顛倒大廳,,
圖騰盾,盾牌,6,,stats,max_hp,300,,
,,,,,dark_resistance,5,,
,,,,,guard_power,30,,
,,,,,guard_rate,9,,
,,,,obtain,type,boss,,
,,,,,name,惡魔之門,,
,,,,,map,薩哈姆陷落地帶,,
圖騰盾,盾牌,6,,stats,max_mp,100,,
,,,,,dark_resistance,1,,
,,,,,guard_power,30,,
